kode;nama;kategori;satuan_kecil;harga_beli;harga_jual;satuan_besar
0103c0065;DECOLGEN SYR 60ML;Oot Prekursor;Botol;9960;11450;Botol
0103c0069;DECOLSIN SYR 60ML;Oot Prekursor;Botol;164835;18960;Botol
SETX4032;DEHIDRALYTE 200 ML;Obat Bebas;Botol;16317;18275.04;Botol
OBT0212;DEMACOLIN SIRUP;Obat Bebas;Botol;1500054;18000.65;Botol
1,04E+15;DEPAKENE 250MG/5ML SYR 120ML;Obat Keras;Botol;172370;203397;Botol
OBT0908;DESDIN SYR 60ML;Obat Keras;Botol;20000;23600;Botol
ZCMB9246;DETTOL ANTIBACTERIAL DISINFECTANT SPRAY CRISP BREEZE 225 ML;Alat Kesehatan;Botol;2957455;34000;Botol
UOKK3298;DETTOL ANTIBACTERIAL DISINFECTANT SPRAY CRISP BREEZE 450 ML;Alat Kesehatan;Botol;6475058;74463.18;Botol
RDAT5720;DETTOL ANTIBACTERIAL DISINFECTANT SPRAY MORNING DEW 225 ML;Alat Kesehatan;Botol;3307479;38036.01;Botol
FDBL2221;DETTOL ANTIBACTERIAL DISINFECTANT SPRAY MORNING DEW 450 ML;Alat Kesehatan;Botol;647515;74464.23;Botol
30000569;DETTOL ANTISEPTIK CAIR 245 ML;Obat Bebas;Botol;4443085;50210;Botol
OBT0164;DETTOL ANTISEPTIK CAIR 45ML;Obat Bebas;Botol;938616;10512.5;Botol
8,99E+12;DETTOL ANTISEPTIK CAIR 495ML;Obat Bebas;Botol;750816;84091.39;Botol
OBT0165;DETTOL ANTISEPTIK CAIR 750ML;Obat Bebas;Botol;12550881;141824.96;Botol
30000568;DETTOL ANTISEPTIK CAIR 95ML;Obat Bebas;Botol;2086112;23364.46;Botol
8,99E+12;DETTOL BODY WASH SKINCARE 300ML;Obat Bebas;Botol;25800;28900;Botol
8,89E+12;DETTOL BODYWASH ORIGINAL 300ML;Obat Bebas;Botol;3626791;40620;Botol
OBT0294;DETTOL HAND SANITIZER 200 ML;Obat Bebas;Botol;33000;37000;Botol
0116k0017;DETTOL HAND SANITIZER 50ML;Obat Bebas;Botol;9000;10080;Botol
0116k0018;DETTOL HAND SANITIZER REFRESH 50ML;Obat Bebas;Botol;9962;11200;Botol
9,56E+12;DETTOL HAND WASH ORIGINAL 245 ML;Alat Kesehatan;Botol;2042985;23500;Botol
8,99E+12;DETTOL HANDWASH SKINCARE 245ML PUMP;Obat Bebas;Botol;19800;22200;Botol
OBT0700;Dettol Onzen Honey Sabun Mandi Cair 950 g Pump;Obat Bebas;Botol;50000;75000;Botol
0101a0099;DEXANTA SYR 100ML;Obat Bebas;Botol;147015;16465.67;Botol
0118a0115;DEXTAMINE SYR 60ML;Obat Keras;Botol;2438259;28770;Botol
0103c0090;DEXTRAL SYR 100ML;Oot Prekursor;Botol;1258851;15110;Botol
0103c0091;DEXTRAL SYR 60ML;Oot Prekursor;Botol;861238;10334.85;Botol
0108c0145;DEXYCLAV F 250MG/5ML D SYR 60ML;Obat Keras;Botol;86025;94627.5;Botol
0101d0019;DIAPET SYR 60ML;Obat Bebas;Botol;1033965;11560;Botol
OBT0155;DIVA MIX BERRIES 85 ML;Obat Bebas;Botol;88297;10000;Botol
A70207100;DIXOL ALKOHOL 70% 100ML;Alat Kesehatan;Botol;7200;8300;Botol
A70206500;DIXOL ALKOHOL 70% 500ML REFILL;Alat Kesehatan;Botol;29700;34150;Botol
HSGDIXOL;DIXOL HAND SANITIZER GEL 100ML;Alat Kesehatan;Botol;11610;13351.5;Botol
G12006500;DIXOL HAND SANITIZER GEL 500ML PUMP;Alat Kesehatan;Botol;49082;56440;Botol
HSLDIXOL;DIXOL HAND SANITIZER LIQ 100ML SPRAY;Alat Kesehatan;Botol;15300;17600;Botol
L12004500PUMP;DIXOL HAND SANITIZER LIQ PUMP 500ML;Alat Kesehatan;Botol;44352;51000;Botol
L12004500;DIXOL HAND SANITIZER LIQUID 500ML REFILL;Alat Kesehatan;Botol;40546;46650;Botol
0101b0079;DOMPERIDONE HEXPHARM SYR 60ML;Obat Keras;Botol;91003;10740;Botol
12100196;DRAGON MINYAK SEREH 100ML;Obat Bebas;Botol;18865;21150;Botol
12100198;DRAGON MINYAK SEREH 60ML;Obat Bebas;Botol;10900;12200;Botol
1,01E+08;DULCOLACTOL SYR 60ML;Obat Bebas;Botol;6386385;72166.15;Botol
0104k0079;DUMIN 120MG/5ML SYR 60ML;Obat Bebas;Botol;19500;21800;Botol
5,04E+12;DUREX PLAY GEL 100ML;Alat Kesehatan;Botol;8693076;99970.37;Botol
5,04E+12;DUREX PLAY MASSAGE 2 IN 1 200ML;Alat Kesehatan;Botol;1010988;116260;Botol
0112a0014;D-VIT SYRUP 100 ML;Obat Bebas;Botol;26640;30103.2;Botol
OBT0525;ECOSOL NACL 100 ML;Obat Keras;Botol;0;;Botol
OBT0526;ECOSOL NACL 500 ML;Obat Keras;Botol;0;;Botol
0113f0645;EGOJI APELBERRY SYR 50ML;Vitamin;Botol;31968;36123.84;Botol
1,12E+270;ELKANA CL ORANGE EMULSION 120ML;Vitamin;Botol;567765;63589.68;Botol
1,12E+271;ELKANA SYR 60ML;Vitamin;Botol;2487177;27856.38;Botol
OBT0865;ELOCON LOTION 30 ML;Obat Keras;Botol;276390;326140.2;Botol
OBT0718;EMINOX 2% 30 ML;Obat Keras;Botol;558885;65948.43;Botol
0104p0055;ENCEPHABOL SYR 100ML;Obat Bebas;Botol;541365;60630;Botol
1,12E+41;ENERVON ACTIVE FC TAB 30S BTL;Vitamin;Botol;36025;40700;Botol
1,12E+274;ENERVON C PLUS SYR 120ML;Vitamin;Botol;176046;19893.2;Botol
1,12E+275;ENERVON C TAB 30S BTL;Vitamin;Botol;326451;36890;Botol
QOBP3999;ENICO 100 MG 120 KAPSUL;Obat Keras;Botol;42208177;4150.48;Capsul
1,15E+29;ENKASARI 120ML;Obat Bebas;Botol;1797756;20310;Botol
OBT0008;ENKASARI MOUTHWASH CITRUSMINT 250 ML;Obat Bebas;Botol;17871;20015.52;Botol
OBT0007;ENKASARI MOUTHWASH FRESHMINT 250 ML;Obat Bebas;Botol;17871;20015.52;Botol
OBT0009;ENKASARI MOUTHWASH PEPPERMINT 250 ML;Obat Bebas;Botol;17871;20015.52;Botol
OBT0796;ENOVID DAILY NOSE SANITIZER;Obat Bebas;Botol;415008;468960;Botol
0103c0142;EPEXOL 15MG/5ML SYR 120ML;Obat Keras;Botol;197025;23250;Botol
0103c0143;EPEXOL 15MG/ML DROP 20ML;Obat Keras;Botol;36700;43300;Botol
0101a0107;EPISAN SYR 100ML;Obat Keras;Botol;55611;65620;Botol
0101a0108;EPISAN SYR 200ML;Obat Keras;Botol;88440;104360;Botol
0103c0148;ERDOSTEINE ETERCON 175MG/5ML DRY SYR 60ML;Obat Keras;Botol;27972;33010;Botol
OBT0122;ERHAIR HAIRGROW SHAMPOO 100ML;Obat;Botol;588984;67750;Botol
OBT0124;ERHAIR HAIRGROW TONIC 60ML;Obat;Botol;1015784;116800;Botol
OBT0678;ERLAMYCETIN EYE DROPS 10 ML;Obat Keras;Botol;11913;14300;Botol
0116f0023;ERYMED PLUS SOL 30ML;Obat Keras;Botol;42650;50300;Botol
0108f0020;ERYSANBE 200MG/5ML D SYR 60ML;Obat Keras;Botol;252525;28535.33;Botol
OBT0177;ESKULIN KIDS SHAMPOO & CONDITIONER DONALD 200ML;Obat Bebas;Botol;14400;16270;Botol
12100239;EUCALYPTUS SPRAY 280ML BTL;Alat Kesehatan;Botol;6609495;74690;Botol
0112a0021;EVER E 250MG SOFT CAP 30S;Vitamin;Botol;611671;69120;Botol
0114i0036;EYEVIT SYR 60ML;Vitamin;Botol;5965207;66810;Botol
0101b0100;FARMACROL F SYR 100ML;Obat Bebas;Botol;49500;55950;Botol
OBT0132;FARMACROL F SYR 200ML;Obat Bebas;Botol;6049506;68359.42;Botol
0104l0096;FARSIFEN 100MG/5ML SYR 60ML;Obat Bebas;Botol;533577;5976.06;Botol
0103b0028;FARTOLIN 1.2MG/5ML EXP SYR 100ML;Obat Keras;Botol;44400;52390;Botol
0104k0099;FASIDOL 125MG/5ML SYR 60ML;Obat Bebas;Botol;51491;5770;Botol
0104k0100;FASIDOL 160MG/5ML FORTE SYR 60ML;Obat Bebas;Botol;600076;6720;Botol
OBT0510;FATIGON PROMUNO 30 KAPSUL;Obat Bebas;Botol;599995;67799;Botol
8,99E+12;FERLIN DROP;Vitamin;Botol;355311;39790;Botol
0112g0070;FERLIN SYR 100ML;Vitamin;Botol;348096;38986.75;Botol
0112g0071;FEROGLOBIN DROP 15ML;Vitamin;Botol;3516924;39389.55;Botol
0112h0031;FEROGLOBIN SYR 100ML;Vitamin;Botol;537075;60152;Botol
0112h0033;FERRIZ DROP 15ML;Vitamin;Botol;298375;33418;Botol
0112h0034;FERRIZ SYR 100ML;Vitamin;Botol;34188;38290;Botol
OHTO8953;FERRO-K DROP 15 ML;Vitamin;Botol;32634;36880;Botol
OBT0308;FERRO-K SIRUP 120 ML;Obat Bebas;Botol;38073;43020;Botol
12100255;FIRDAUS OIL;Obat Herbal;Botol;465003;52080;Botol
0113f0770;FISHQUA TAB 30S;Obat Bebas;Botol;65824;74381;Botol
0112g0244x17;FITKOM ANGGUR TAB 21S BTL;Vitamin;Botol;1275945;14290;Botol
0112g0242x17;FITKOM JERUK TAB 21S BTL;Vitamin;Botol;1289376;14440;Botol
OBT0358;FLAGYL SUSPENSI 125MG/5ML 60 ML;Obat Keras;Botol;7468191;88124.65;Botol
GSRV9491;FLEET ENEMA 133 ML;Alat Kesehatan;Botol;108225;124458.75;Botol
OBT1077;FLEET PHOSPOSODA 45 ML;Obat Keras;Botol;80586;92670;Botol
0103c0185;FLUDANE PLUS SYR 60ML;Oot Prekursor;Botol;19500;23400;Botol
0103c0187;FLUDANE SYR 60ML;Oot Prekursor;Botol;16000;19200;Botol
0103c0194;FLUIMUCIL 100MG/5ML D SYR 150ML;Obat Keras;Botol;70950;83700;Botol
0103c01951;FLUIMUCIL 100MG/5ML D SYR 75ML;Obat Keras;Botol;620046;73170;Botol
0112h0042;FOLAMIL GENIO TAB 30S;Vitamin;Botol;1227438;138700.49;Botol
OBT0256;FOLAMIL GOLD 30 KAPSUL;Vitamin;Botol;148500;169300;Botol
0115d0001;FORUMEN EAR DROP 10ML;Obat Bebas;Botol;29082;32860;Botol
12100997;FRESH CARE CITRUS 10ML;Obat Bebas;Botol;1090686;12220;Botol
OBT0406;FRESHCARE MIX EUCALYPTUS INHALER + ROLL ON;Obat Bebas;Botol;108086;12321.8;Botol
XAYX7075;FRESHCARE PRESS & RELAX MINYAK ANGIN KAYU PUTIH 10 ML;Obat Bebas;Botol;926451;10450;Botol
OBT0003;FRESHCARE ROLL ON MINYAK ANGIN KAYU PUTIH 10 ML;Obat Bebas;Botol;1006787;11380;Botol
OBT0614;FRESUBIN 2 KCAL FIBRE DRINK;F&b;Botol;30636;33700;Botol
OBT0750;FRESUBIN JUCY;F&b;Botol;305805;33640;Botol
OBT0670;FRESUBIN ORIGINAL DRINK RASA VANILA 200 ML;Obat Bebas;Botol;305805;33640;Botol
0113f0797;FRUIT BLEND 18 ADULT BTL 30S;Vitamin;Botol;135520;151782.4;Botol
0113f0798;FRUIT BLEND 18 JR BTL 30S;Vitamin;Botol;105512;118173.44;Botol
OBT0487;FRUTABLEND;Obat Bebas;Botol;133333;152000;Botol
OBT0863;FUCOIDAN 100 SIRUP 120 ML;Obat Bebas;Botol;94350;108502.5;Botol
OBT1140;FUKRICIN 50 MG/ML EYE DROPS 5 ML;Obat Keras;Botol;78699;92864.82;Botol
0108n0044;FUNGASOL SS 2% SHAMPO 80ML;Obat Keras;Botol;9144957;107910.49;Botol
9,00E+12;GADING MINYAK PEGEL LINU 30ML;Obat Bebas;Botol;1738371;19470;Botol
12100334;GAJAH MKP 120ML;Obat Bebas;Botol;30303;33900;Botol
12100336;GAJAH MKP 30ML;Obat Bebas;Botol;8484;9500;Botol
12100338;GAJAH MKP 60ML;Obat Bebas;Botol;16060;18000;Botol
0113f0836;GAMAT TEN LUNG 60S CAP;Obat Herbal;Botol;94000;105300;Botol
0113f0871;GARLIC OIL CAP 60S;Obat Herbal;Botol;40000;44800;Botol
0101a0130;GASTRINAL SYR 120ML;Obat Bebas;Botol;268125;30300;Botol
0101a0135;GASTRUCID SYR 60ML;Obat Bebas;Botol;824175;9313.18;Botol
0116m0049;GEL PENGURANG GATAL KONICARE 30ML;Obat Bebas;Botol;646866;7300;Botol
0116m0050;GEL PENGURANG GATAL KONICARE 60ML;Obat Bebas;Botol;98065;11110;Botol
12100348;GELIGA MINYAK OTOT 30ML;Obat Bebas;Botol;137137;15350;Botol
12100349;GELIGA MINYAK OTOT 60ML;Obat Bebas;Botol;2726937;30540;Botol
OBT0225;GENOINT TETES MATA 5ML;Obat Keras;Botol;92013;10860;Botol
0110a0024;GIOVAN ANTISEPTIK BIRU 100ML;Obat Bebas;Botol;9800;10980;Botol
0110a0026;GIOVAN FEMININE PINK 100ML;Obat Bebas;Botol;17200;19300;Botol
OBT1126;GIOVAN SOAP FOR WOMEN (MERAH) 100 ML;Obat Bebas;Botol;13800;15732;Botol
OBT0088;GLIZIGEN AEROSOL 30 ML;Obat Herbal;Botol;31786363;359190;Botol
UGDI0934;GOOD LIFE NON-ACIDIC VIT C 500 60 KAPLET;Vitamin;Botol;109725;122900;Botol
0113f1021;GRIYA AN NUR MADU PENGGEMUK BADAN 350G;Obat Herbal;Botol;55000;61600;Botol
0101d0027;GUANISTREP SYR 60ML;Obat Bebas;Botol;549999;6210;Botol
OBT0570;H2 HEALTH & HAPPINESS CORDYCEPS MILITARIS 30 KAPSUL;Vitamin;Botol;1920006;73600.23;Strip
OBT0577;H2 HEALTH & HAPPINESS CURCELLA 30 KAPSUL;Obat Herbal;Botol;1600016;179201.79;Botol
OBT1045;H2 HEALTH & HAPPINESS D3-1000 IU 30 KAPSUL;Vitamin;Botol;7265527;82827.01;Botol
OBT0571;H2 HEALTH & HAPPINESS FAIR SKIN 30 KAPLET;Vitamin;Botol;0;;Botol
OBT0578;H2 HEALTH & HAPPINESS GAMATENSI 30 KAPSUL;Obat Herbal;Botol;0;;Botol
OBT0572;H2 HEALTH & HAPPINESS GREEN LIPPED MUSSEL 30 KAPSUL;Vitamin;Botol;0;;Botol
OBT0573;H2 HEALTH & HAPPINESS PURE SKIN 30 KAPLET;Vitamin;Botol;0;;Botol
OBT0574;H2 HEALTH & HAPPINESS SHARK LIVER OIL 30 KAPSUL;Vitamin;Botol;0;;Botol
OBT0567;H2 HEALTH & HAPPINESS SUPERBA KRILL OIL 30 KAPSUL;Vitamin;Botol;20000024;224000;Botol
OBT1138;H2 HEALTH & HAPPINESS TURMERIC 30 KAPSUL;Obat Bebas;Botol;19374562;220870;Botol
OBT0043;H2 HEALTH & HAPPINESS ZATIVA;Obat Herbal;Botol;1600005;180800.57;Botol
OBT0568;H2 HEALTH &HAPPINESS CELERY 30 TABLET;Vitamin;Botol;0;;Botol
OBT0267;H2 HEALTH &HAPPINESS PUREWAY C+ 30 TABLET;Obat Bebas;Botol;12916404;145955.37;Botol
OBT0569;H2 HEALTH HAPPINESS CHERISHED SKIN 30 KAPLET;Vitamin;Botol;0;;Botol
0115a0003;H2O2 3% ONE MED 100ML;Obat Keras;Botol;4600;5400;Botol
0113f1089;HABBASY OIL CAP 210S;Obat Herbal;Botol;85000;95200;Botol
0113f1090;HABBASY OIL CAP 75S;Obat Herbal;Botol;35000;39200;Botol
0113f1121;HABBATS CAP 200S;Obat Herbal;Botol;46500;52100;Botol
0113f1205;HABBATUSSAUDA AJWA 120S CAPS;Obat Herbal;Botol;41100;46440;Botol
OBT1028;HABBATUSSAUDA ELPRIMA 210 KAPSUL;Obat Herbal;Botol;64750;73815;Botol
WUEY0794;HABBATUSSAUDA KURMA AJWA 210 KAPSUL;Obat Herbal;Botol;62920;70450;Botol
OBT1065;HABBATUSSAUDA KURMA AJWA 50 KAPSUL;Obat Herbal;Botol;25500;28820;Botol
OBT0161;HALMEZIN SIRUP 100ML;Obat Keras;Botol;29250;34514.99;Botol
ZBFG9677;HALOWELL C 500 MG 30 TABLET;Vitamin;Botol;27972;32170;Botol
OBT0476;HANASUI MILKY LOTION 240 ML;Obat Bebas;Botol;14850;16650;Botol
OBT0195;HANDY CLEAN LIQUID 30ML;Obat Bebas;Botol;45001;5100;Botol
9,00E+12;HAPPY KEMIRIKU 100ML;Obat Bebas;Botol;10300;11540;Botol
0113f1254;H-BOOSTER SYR 50ML;Vitamin;Botol;1777887;19912.33;Botol
OBT1174;HEALTHY CARE C 1000MG BIOFLAVONOIDS 30S;Vitamin;Botol;93200;106248;Botol
OBT1181;HEALTHY CARE COENZYME Q10 50MG 200S;Vitamin;Botol;435000;495900;Botol
OBT1175;HEALTHY CARE D3 1000IU 250S;Vitamin;Botol;206300;235182;Botol
OBT1178;HEALTHY CARE FISH OIL OMEGA 3 1000MG 400S;Vitamin;Botol;251400;286596;Botol
OBT1179;HEALTHY CARE FISH OIL OMEGA 3 1000MG 90S;Vitamin;Botol;134600;153444;Botol
OBT1183;HEALTHY CARE GLUCOSAMINE 1500MG 400S;Vitamin;Botol;514900;586986;Botol
OBT1184;HEALTHY CARE GLUCOSAMINE 1500MG 90S;Vitamin;Botol;206400;235296;Botol
OBT1180;HEALTHY CARE KIDS EYE HEALTH 60S;Vitamin;Botol;189500;216030;Botol
OBT1177;HEALTHY CARE PROPOLIS 1000 200S;Vitamin;Botol;229500;261630;Botol
OBT1182;HEALTHY CARE ULTIMATE OMEGA 369 200S;Vitamin;Botol;293300;334362;Botol
OBT1172;HEALTHY CARE VITAMIN C 500MG 300S;Vitamin;Botol;241700;275538;Botol
OBT1173;HEALTHY CARE VITAMIN C 500MG 60S;Vitamin;Botol;93200;106248;Botol
OBT1176;HEALTHY CARE VITAMIN D3 1000IU 60S;Vitamin;Botol;110500;125970;Botol
1,12E+71;HEMAVITON CARDIO TAB 30S;Vitamin;Botol;41431;46400;Botol
1,12E+80;HEMAVITON STAMINA TAB 30S;Vitamin;Botol;28400;31810;Botol
HERBACURE;HERBACURE SAMBILOTO 40 KAPSUL;Obat Herbal;Botol;42900;48500;Botol
0103c0235;HERBAKOF SYR 60ML;Obat Bebas;Botol;12210;13675.2;Botol
5,20E+12;HERBARIUM HAND GEL;Obat Bebas;Botol;10000;11200;Botol
OBT0424;HERBATURE SIRUP 120ML;Obat Bebas;Botol;136125;153800;Botol
9,00E+12;HERBORIST MINY ZAITUN 150ML;Obat Herbal;Botol;253198;28358.18;Botol
0116m0056;HEROCYN 85G;Obat Bebas;Botol;119658;13400;Botol
30000898;HEROCYN BABY PWD 100G;Obat Bebas;Botol;678876;7600;Botol
30000899;HEROCYN BABY PWD 200G;Obat Bebas;Botol;108416;12140;Botol
0115f0010;HEXADOL GARGLE 120ML;Obat Bebas;Botol;19980;22377.6;Botol
OBT0881;HEXADOL MINT GARGLE 100 ML;Obat Bebas;Botol;31080;35120;Botol
0112d0087;HI BONE TAB 30S;Vitamin;Botol;129360;144883;Botol
0114g0047;HIALID 0,1 EYE DROP 5ML;Obat Keras;Botol;783216;92420;Botol
0118a0148;HISTRINE DROP 10 MG/ML;Obat Keras;Botol;80475;94960;Botol
0118a0151;HISTRINE SYR 60ML;Obat Keras;Botol;52725;62215.5;Botol
OBT0930;HOLISTICARE D3 1000 30 TABLET;Vitamin;Botol;417582;48020;Botol
0112c0086;HOLISTICARE ESTER C 90S;Vitamin;Botol;112167;127900;Botol
OBT0825;HOLISTICARE ESTER C-1000 30 TABLET;Vitamin;Botol;10176924;116020;Botol
0112c0015;HOLISTICARE SPR EST C TAB 30S;Vitamin;Botol;4159336;47832.36;Botol
0112c0017;HOLISTICARE SUPER ESTER C KID;Vitamin;Botol;35200;40500;Botol
12100362;HOT IN CR AROMA BOTOL 120ML;Obat Bebas;Botol;20757;23247.84;Botol
12101011;HOT IN CR BOTOL 120ML;Obat Bebas;Botol;20757;23247.84;Botol
0116m0169;HOT IN CR BOTOL 60ML;Obat Bebas;Botol;42000;47000;Botol
OBT0586;HOT IN CREAM AROMATHERAPY BOTOL 60 ML;Obat Bebas;Botol;10846;12350;Botol
OBT0725;HOT IN CREAM PUMP 120 ML;Obat Bebas;Botol;276279;31770;Botol
OBT0938;HOT IN CREAM STRONG BOTOL 60 ML;Obat Bebas;Botol;122322;14067.03;Botol
KOJO2950;HUFABETHAMIN SIRUP 60 ML;Obat Keras;Botol;699966;8329.6;Botol
0103c0239;HUFAGRIP BP (HIJAU)SYR 60ML;Oot Prekursor;Botol;1643577;18900;Botol
0103c0242;HUFAGRIP FLU & BATUK SIRUP KUNING 60ML;Oot Prekursor;Botol;1870605;21510;Botol
0103c02412;HUFAGRIP PILEK BIRU SYR 60ML (P);Oot Prekursor;Botol;1416788;16290;Botol
0104k0465;HUFAGRIP TMP SYR 60ML;Obat Bebas;Botol;1419912;16045.01;Botol
0103c0243;HUFALERZINE SYR 60ML;Obat Keras;Botol;5750;6500;Botol
0112g0096;HUFALYSIN PLUS SYR 60ML;Vitamin;Botol;8720;9800;Botol
OBT0329;HUFANOXIL DRY SYRUP 60 ML;Obat Keras;Botol;4750;5600;Botol
0103c0244;HUFAXOL 15MG/5M SYR 60ML;Obat Bebas;Botol;4367;4900;Botol
0103c0924;IBU DAN ANAK OBAT BATUK 75ML;Obat Bebas;Botol;2232876;25230;Botol
0104k0136;IBUPROFEN 100MG/5ML SUSP 60ML;Obat Bebas;Botol;431679;4877.97;Botol
0104k0138;IBUPROFEN FORTE 200MG/5ML SUSP 60ML;Obat Bebas;Botol;31999;3800;Botol
12100377;IKA GANDAPURA 100ML;Obat Bebas;Botol;21756;24366.72;Botol
12100378;IKA GANDAPURA 30ML;Obat Bebas;Botol;9900;11088;Botol
12100379;IKA GANDAPURA 60ML;Obat Bebas;Botol;1386057;15523.84;Botol
0103c0828;IKADRYL FLU SYR 100ML;Oot Prekursor;Botol;22500;27000;Botol
0103c0829;IKADRYL FLU SYR 60ML;Oot Prekursor;Botol;15400;18500;Botol
0103c0831;IKADRYL SYR 100ML (P);Oot Prekursor;Botol;20900;24040;Botol
0103c0832;IKADRYL SYR 60ML;Oot Prekursor;Botol;15400;18500;Botol
0113f1404;IKAN PAUS COD LIVER OIL CAP 50S;Obat Herbal;Botol;10175;11400;Botol
0115f0013;IKASARIAWAN 120ML;Obat Bebas;Botol;14190;15900;Botol
0113f1408;IMBOOST FORCE SYR 120ML;Vitamin;Botol;8985062;101530;Botol
0113f1409;IMBOOST FORCE SYR 60ML;Vitamin;Botol;6390825;72216.32;Botol
0113f1411;IMBOOST KIDS SYR 120ML;Vitamin;Botol;5515146;62320;Botol
0113f1412;IMBOOST KIDS SYR 60ML;Vitamin;Botol;3363855;38010;Botol
9,00E+12;IMBOOST KIDS TAB MIXBERRY 21S;Obat Bebas;Botol;29082;32862.66;Botol
0113f1445;IMUNOS PLUS SYR 60ML;Vitamin;Botol;99567;112510.71;Botol
0113f1447;IMUNOS SYR 60ML;Vitamin;Botol;7034625;79491.26;Botol
0113f1450;IMUNPED DROP 15ML;Vitamin;Botol;5098175;57610;Botol
0113f1451;IMUNPED SYR 60ML;Vitamin;Botol;4976685;56240;Botol
0118a0158;INCIDAL OD 5MG/5ML SYR 60ML;Obat Keras;Botol;37096;43800;Botol
OBT0529;INFATRINI LIQUID 125 ML;Obat Bebas;Botol;2349981;25850;Botol
QEFB5073;INNOLIFE HABBATUSSAUDA 150 KAPSUL;Obat Herbal;Botol;85000;95200;Botol
CCTL3380;INNOLIFE SARI KURMA EKSTRA BUAH DAN SAYURAN 350 G;Obat Herbal;Botol;40000;44800;Botol
NQRI2577;INNOLIFE SARI KURMA EKSTRA JAMBU MERAH, ANGKAK, DAN MADU 350 G;Obat Herbal;Botol;25000;28000;Botol
JGCD7175;INNOLIFE SARI KURMA MADU ALBUMIN 350 G;Obat Herbal;Botol;44000;49280;Botol
OBT1066;INNOLIFE VERPLUS 250 MG 15 KAPSUL;Obat Herbal;Botol;19125;21610;Botol
OBT1067;INNOLIFE VERPLUS 250 MG 30 KAPSUL;Obat Herbal;Botol;32300;36499;Botol
0101a0558;INPEPSA 500MG/ML SYR 100ML;Obat Keras;Botol;76923;88461.45;Botol
0101a0559;INPEPSA 500MG/ML SYR 200ML;Obat Keras;Botol;108780;128360.4;Botol
OBT1199;INSTO COOL EYE DROPS 7.5 ML;Obat Bebas;Botol;1419024;16176.87;Botol
0114g0025;INSTO DRY EYES DROP 7.5ML;Obat Bebas;Botol;1240092;14013.04;Botol
0114g0023;INSTO EYE DROP 15ML;Obat Bebas;Botol;1769229;19992.29;Botol
0114g0024;INSTO EYE DROP 7.5ML;Obat Bebas;Botol;1191141;13459.89;Botol
OBT0244;INTERHISTIN SIRUP 60 ML;Obat Keras;Botol;4224412;51593.42;Botol
0101d0110;INTERLAC OIL DROP 5ML;Obat Bebas;Botol;2878785;325300;Botol
OBT0469;INTERPEC SIRUP 30 MG/5 ML 60 ML;Obat Keras;Botol;527725;62800;Botol
OBT0149;INTERZINC SIRUP 60ML;Obat Bebas;Botol;4650345;52550;Botol
OBT0301;INTRIZIN DROPS 15 ML;Obat Keras;Botol;1018647;120200.35;Botol
OBT0302;INTRIZIN SIRUP 60 ML;Obat Keras;Botol;724185;89950;Botol
0103c0262;INTUNAL SYR 60ML;Oot Prekursor;Botol;11000;13200;Botol
OBT0610;INVIGARD SPRAY HAND SANITIZER;Obat Bebas;Botol;10296;11737.44;Botol
0108p0056;ISOPRINOSINE 250MG/5ML SYR 60ML;Obat Keras;Botol;1070817;123143.96;Botol
0108p0058;ISPRINOL 250MG/5ML SYR 60ML;Obat Keras;Botol;81585;93820;Botol
OBT0110;ITRABAT SYRUP;Obat Bebas;Botol;10760;12051.19;Botol
0104k01601;ITRAMOL SYR 60ML;Obat Bebas;Botol;4499;5080;Botol
OBT0324;IVERMECTIN 12 MG 20 TABLET;Obat Keras;Botol;123200;137000;Botol
0113f5654;JAMKHO 100ML;Obat Herbal;Botol;60400;67650;Botol
0113f5656;JAMSI 100ML;Obat Herbal;Botol;59800;67000;Botol
OBT0394;JAMU IBOE JATI BELANDA 30 KAPSUL;Obat Herbal;Botol;33791;38500;Botol
OBT0861;JAMU IBOE SAMBILOTO HERBAL 30 KAPSUL;Obat Herbal;Botol;3923453;45119;Botol
OBT0874;JANUMET XR 50MG/1000 MG 28 TABLET;Obat Keras;Botol;50016414;634616.86;Botol
30001046;JOHNSON BABY OIL 125ML;Obat Bebas;Botol;21500;24080;Botol
30001055;JOHNSON BABY POWDER BLOSSOMS 100G;Obat Bebas;Botol;5973;6689;Botol
9,56E+12;JOHNSONS BABY LOT MILDNESS 100ML;Obat Bebas;Botol;11440;12800;Botol
8,99E+12;JOHNSONS BABY OIL 50ML PINK;Obat Bebas;Botol;9570;10700;Botol
HXXL3092;JOJO OMEGA 3 100 SOFTGEL;Vitamin;Botol;230000;257600;Botol
0113f1517;JOYBEE TJ JERUK 100ML;Obat Bebas;Botol;103785;11620;Botol
0113f1519;JOYBEE TJ ORIGINAL 100ML;Obat Bebas;Botol;103785;11623.92;Botol
0112d0004;KALK NELLCO 500MG MINT TAB 100S;Obat Bebas;Botol;2411697;27011.01;Botol
OBT0466;KALKURENAL DROP 50ML;Obat Herbal;Botol;145700;167550;Botol
1,12E+247;KAMULVIT B12 SYR 120ML;Vitamin;Botol;18000;20200;Botol
0108n0001;KANDISTATIN DROP 100.000IU/ML 12ML;Obat Keras;Botol;3653787;43114.69;Botol
12100396;KAPAK MINYAK ANGIN 10ML;Obat Bebas;Botol;23790;26600;Botol
